"","id_jogador","nome_jogador","id_partida","data_nascimento_jogador","posicao","altura","nome_temporada","minutos_partida_jogador","pontos_equipe_casa","pontos_equipe_fora","pontos_total_jogador","pontos_total_jogador_e_pontos_perdidos_jogador","arremessos_2_certos_jogador","arremessos_2_total_jogador","arremessos_3_certos_jogador","arremessos_3_total_jogador","arremessos_lance_livre_certos_jogador","arremessos_lance_livre_total_jogador","rebotes_ofensivos_jogador","rebotes_defensivos_jogador","rebotes_total_jogador","assistencias_total_jogador","roubadas_bola_jogador","tocos_total_jogador","faltas_cometidas_jogador","faltas_recebidas_jogador","erros_jogador","violacao_jogador","enterradas_total_jogador","enterradas_total_jogador","eficiencia_jogador"
"535",267,"Eduardo Magalhães Machado",2698,"10/09/1982","AlaArmador",NA,"2012/2013",3329766.4,88,76,341,812,39,66,71,150,50,57,9,46,55,39,38,2,67,41,35,9,1,1,333
"536",271,"Thomas Lutke Gehrke",2509,"24/06/1982","AlaPivo",2.03,"2012/2013",7415978.55,80,86,458,1272,123,257,14,47,170,218,59,163,222,55,18,16,104,159,58,9,6,6,541
"537",273,"Luiz Felipe Elizeu Mendes Ribeiro",2673,"20/08/1979","AlaPivo",2,"2012/2013",7170967.5,68,69,586,1530,157,288,38,107,158,206,92,235,327,54,70,51,146,179,60,18,15,15,815
"538",275,"Arnaldo De Souza Moreira Filho",2450,"21/10/1978","AlaArmador",NA,"2012/2013",3943459.1,107,103,207,656,30,68,31,98,54,61,11,35,46,27,15,0,34,43,27,6,0,0,162
"539",284,"Alírio Alves de Souza",2678,"22/11/1977","Pivo",2.1,"2012/2013",2626923.55,81,98,126,327,31,57,16,31,16,22,19,52,71,13,13,12,53,24,8,4,1,1,185
"540",299,"Daniel Nascimento Costa Souza",2487,"27/02/1981","Pivo",2.07,"2012/2013",5055589.65,102,76,268,712,104,197,1,1,57,80,48,126,174,17,22,12,97,77,28,14,10,10,369
"541",304,"Icaro Parisotto",2485,"23/08/1992","Armador",1.85,"2012/2013",616691.15,88,63,33,113,4,11,8,22,1,2,2,5,7,12,3,0,6,4,4,0,0,0,30
"542",308,"Thiago Francisco Labbate",2308,"30/05/1983","Pivo",2.08,"2012/2013",1290355.6,93,73,49,124,18,27,0,0,13,21,6,30,36,0,2,6,12,15,3,0,6,6,81
"543",309,"Fabricio Russo de Oliveira",2654,"01/05/1985","Ala",2,"2012/2013",1455543.95,74,55,53,122,9,17,10,19,5,7,6,27,33,4,3,0,23,7,6,0,0,0,68
"544",310,"Gustavo Santos Pereira Lima",2420,"05/07/1985","Armador",NA,"2012/2013",1383335.8,86,77,125,380,39,68,6,26,29,41,9,20,29,40,18,0,36,37,30,8,0,0,133
"545",315,"Eric Arthur Romualdo",2678,"14/03/1983","Armador",1.85,"2012/2013",2068236.85,81,98,99,255,13,25,15,32,28,35,6,23,29,53,14,0,26,37,19,5,0,0,146
"546",324,"Bruno Irigoyen",2443,"16/04/1992","Ala",1.98,"2012/2013",1342183.7,95,93,26,65,7,9,3,6,3,3,2,5,7,2,0,1,6,2,1,3,0,0,30
"547",341,"Guilherme Schneider",2673,"17/10/1986","Ala",NA,"2012/2013",3190317.1,68,69,139,419,30,57,21,60,16,27,8,28,36,14,12,1,26,31,16,7,1,1,118
"548",342,"Joel Gabriel Muñoz Castillo",2691,"24/06/1980","Armador",1.75,"2012/2013",3196769.15,84,64,121,307,29,49,15,33,18,26,9,32,41,27,29,0,30,38,16,5,0,0,161
"549",348,"Bruno Vieira da Cruz Langsdorff",2491,"25/03/1985","Armador",1.88,"2012/2013",929376.75,103,66,40,129,11,24,2,10,12,17,6,10,16,14,7,1,14,15,5,3,1,1,52
"550",351,"André Luiz Quirino Pereira",2683,"04/08/1979","Pivo",2.05,"2012/2013",6299210.6,92,85,311,686,83,129,27,54,64,89,42,106,148,25,16,10,93,83,31,4,16,16,396
"551",360,"Pedro Cesar Teruel Lima",2689,"08/07/1987","NOTFOUND",NA,"2012/2013",3803124.15,91,100,304,887,69,113,37,122,55,67,19,48,67,41,18,0,68,65,35,10,0,0,263
"552",365,"Ronald Ricardo Ramon Guerrero",2663,"14/01/1986","NOTFOUND",NA,"2012/2013",10139532.5,97,77,503,1394,71,137,97,210,70,88,22,82,104,125,23,1,91,104,34,14,0,0,540
"553",366,"Welington Reginaldo dos Santos",2677,"21/01/1981","Armador",1.85,"2012/2013",6686890.55,84,70,518,1489,59,121,104,248,88,105,16,88,104,177,35,2,90,132,74,13,0,0,549
"554",367,"Marcus Vinícius Vieira de Sousa",2707,"31/05/1984","Ala",2.07,"2012/2013",8200529.75,77,70,872,2126,190,316,95,220,207,257,30,170,200,113,47,9,70,230,66,5,29,29,905
"555",369,"Erick Rodrigues Camilo",2696,"18/02/1992","Pivo",NA,"2012/2013",2446768.3,106,86,126,322,45,82,1,3,33,53,19,28,47,8,10,7,38,39,19,4,6,6,132
"556",381,"Davi Rossetto de Oliveira",2672,"27/07/1992","Armador",1.81,"2012/2013",2355901.5,89,85,62,162,17,36,4,11,16,25,9,13,22,13,7,0,29,23,6,0,0,0,66
"557",384,"Leandro Cruvinel Miranda",2366,"10/05/1991","Pivo",2.05,"2012/2013",456684.55,102,80,11,23,4,4,0,0,3,4,2,2,4,0,1,0,1,2,0,0,0,0,16
"558",389,"Renato Scholz da Silva",2493,"21/12/1988","AlaPivo",2.03,"2012/2013",1254743.65,92,86,79,249,26,50,7,22,6,18,14,25,39,8,8,2,22,12,11,3,10,10,83
"559",394,"Luis Felipe Gruber",2707,"16/05/1985","AlaPivo",NA,"2012/2013",7231559.05,77,70,659,1688,183,307,71,176,80,97,46,161,207,64,28,22,154,96,63,10,26,26,681
"560",395,"Douglas Ângelo Nunes",2667,"09/02/1987","NOTFOUND",NA,"2012/2013",7768823.75,59,75,393,1087,85,153,56,140,55,66,38,141,179,41,31,36,100,59,51,15,8,8,471
"561",400,"Gutemberg Pereira de Souza",2456,"13/01/1983","Ala",1.9,"2012/2013",2845594.3,85,83,234,751,32,63,45,116,35,43,12,27,39,19,15,0,35,31,14,3,0,0,191
"562",404,"Daniel Machado de Barros Castellar",2663,"14/12/1983","Pivo",2.02,"2012/2013",5956611.45,97,77,360,867,146,253,0,1,68,103,74,195,269,43,34,17,106,93,46,13,33,33,560
"563",412,"Matheus Dalla Barba",2663,"02/05/1991","Ala",1.97,"2012/2013",3494968.55,97,77,203,559,36,60,37,80,20,23,8,33,41,21,12,1,39,27,25,2,0,0,186
"564",420,"Henrique Macia Alves da Cruz",2701,"14/02/1984","AlaPivo",NA,"2012/2013",8405668.9,80,77,460,1348,103,228,64,165,62,91,59,150,209,86,41,3,134,102,55,17,4,4,510
"565",423,"Juan Pablo Figueroa",2688,"13/03/1986","Armador",1.82,"2012/2013",5550232.45,78,71,352,962,73,147,46,114,68,93,23,86,109,170,65,4,79,110,61,8,0,0,487
"566",424,"Robby Stephen Collum",2707,"30/11/1980","AlaArmador",1.83,"2012/2013",6516743.3,77,70,384,1118,42,99,80,220,60,74,22,109,131,168,41,2,72,90,49,7,0,0,473
"567",425,"Robert Andrew Day",2707,"13/01/1982","Ala",1.97,"2012/2013",7771679.35,77,70,768,1950,107,189,133,284,155,178,33,162,195,140,60,3,113,159,96,16,2,2,832
"568",427,"Lucas Cipolini Alves",2707,"14/06/1986","Pivo",2.03,"2012/2013",7389396.05,77,70,640,1403,240,370,14,39,118,143,61,187,248,50,28,28,87,121,57,14,66,66,772
"569",431,"Ricardo Taboas de Bem",2654,"13/07/1984","Pivo",2.1,"2012/2013",5429816.65,74,55,237,649,91,171,1,3,52,78,68,87,155,24,12,11,76,68,33,10,13,13,321
"570",433,"Elio Corazza Neto",2690,"27/12/1989","Armador",NA,"2012/2013",7363618.3,80,76,461,1283,104,218,56,137,85,127,19,98,117,131,34,3,108,131,89,9,0,0,448
"571",437,"Ronald Rudson Rodrigues dos Reis",2677,"23/12/1991","Pivo",2.07,"2012/2013",3373278.7,84,70,147,307,58,86,0,2,31,38,37,55,92,3,1,15,38,32,15,0,11,11,212
"572",441,"Deryk Evandro Ramos",2373,"14/06/1994","Armador",NA,"2012/2013",184678.35,82,81,12,34,0,2,4,6,0,0,0,3,3,2,0,0,2,2,1,0,0,0,12
"573",445,"Márcio da Silva Dornelles",2683,"28/12/1975","Ala",1.96,"2012/2013",4924994.2,92,85,356,910,71,128,51,116,61,82,19,69,88,35,30,3,92,71,12,7,1,1,368
"574",446,"Rogério Klafke",2673,"26/03/1971","Ala",2,"2012/2013",5959793.5,68,69,264,834,50,99,38,119,50,62,24,63,87,49,17,10,44,58,17,8,0,0,277
"575",447,"André Stefanelli Martins",2698,"21/08/1984","Ala",1.98,"2012/2013",8566120.45,88,76,556,1545,99,203,86,215,100,125,23,114,137,64,26,11,107,100,65,12,2,2,486
"576",448,"Lucas Fernandes Mariano",2687,"24/09/1993","Pivo",2.07,"2012/2013",6488730.4,70,62,442,1095,194,344,0,3,54,80,54,136,190,14,20,36,82,72,42,16,18,18,498
"577",449,"Fernando Feres Penna",2683,"24/10/1983","Armador",1.89,"2012/2013",1101704.3,92,85,39,102,6,9,8,17,3,4,2,11,13,16,3,0,9,4,4,0,0,0,55
"578",451,"Lucas Miguel Avelino",2216,"10/05/1990","Armador",1.9,"2012/2013",18.65,73,80,5,16,1,1,1,3,0,0,0,1,1,3,1,0,0,0,1,0,0,0,7
"579",478,"Ricardo Fischer",2701,"16/05/1991","Armador",1.85,"2012/2013",7085401.2,80,77,385,1022,81,158,56,129,55,68,16,89,105,147,37,3,80,95,58,5,0,0,462
"580",480,"Valter Apolinario Da Silva",2707,"31/01/1977","Armador",1.85,"2012/2013",3316120.05,77,70,188,400,40,68,25,51,33,42,12,49,61,108,17,2,38,60,34,8,0,0,285
"581",481,"Alex Ribeiro Garcia",2678,"04/03/1980","Ala",1.9,"2012/2013",8657496.85,81,98,450,1354,95,158,54,180,98,128,33,121,154,116,51,18,89,122,52,3,6,6,543
"582",482,"Carlos Alexandre Rodrigues do Nascimento",2707,"18/04/1983","AlaPivo",2.03,"2012/2013",8451879.4,77,70,574,1441,181,284,37,114,101,141,85,266,351,57,29,7,94,129,41,17,2,2,788
"583",483,"Vitor Alves Benite",2698,"20/02/1990","AlaArmador",1.9,"2012/2013",6593375.75,88,76,487,1290,100,211,68,146,83,106,18,85,103,64,48,3,87,108,39,8,1,1,472
"584",484,"Bruno Pires Fiorotto",2683,"13/08/1984","Pivo",2.08,"2012/2013",1420424.45,92,85,128,245,57,104,0,1,14,22,23,44,67,8,5,7,28,19,11,2,5,5,148
"585",530,"George Frederico Torres Homem Chaia",2698,"08/03/1991","Armador",1.82,"2012/2013",3455201.3,88,76,120,343,6,21,28,62,24,31,3,45,48,31,11,0,44,32,21,4,0,0,138
"586",536,"Luis Otavio da Silva Vieira",2482,"09/03/1992","Ala",1.99,"2012/2013",108333,89,56,3,8,1,1,0,1,1,3,3,3,6,0,0,0,2,2,1,0,0,0,5
"587",539,"Márcio de Mattos Junior",2434,"04/01/1993","AlaArmador",1.88,"2012/2013",114833,68,89,5,10,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6
"588",555,"Leonardo Simões Meindl",2688,"20/03/1993","Ala",2,"2012/2013",6052864.5,78,71,395,1050,75,143,63,140,56,83,33,80,113,43,47,13,105,77,39,11,3,3,421
"589",558,"Antonio Elpidio Ferreira Junior",2686,"25/05/1994","AlaPivo",2,"2012/2013",792023.35,87,78,21,49,6,11,2,4,3,4,3,6,9,0,1,1,6,7,3,1,0,0,22
"590",575,"Lucas Dias Silva",2680,"06/07/1995","Ala",2.07,"2012/2013",1621924.45,67,86,112,300,18,26,24,53,4,7,7,38,45,11,8,6,39,15,12,2,6,6,132
"591",583,"Bruno Felipe Viana dos Santos",2504,"05/01/1993","NOTFOUND",NA,"2012/2013",840027,84,65,23,57,6,12,2,2,5,9,1,3,4,4,3,0,8,6,2,2,1,1,26
"592",598,"Caio Aparecido da Silveira Torres",2707,"03/06/1987","Pivo",NA,"2012/2013",8070060.8,77,70,572,1271,242,392,2,12,82,105,104,180,284,40,20,20,106,97,70,11,4,4,695
"593",600,"Feliciano Perez Neto",2425,"23/05/1990","Pivo",NA,"2012/2013",1130025.1,102,64,30,69,13,17,1,1,1,2,7,13,20,3,0,0,16,2,4,0,4,4,45
"594",610,"Luan Pereira Xavier",2421,"12/03/1992","Ala",1.87,"2012/2013",182344.5,99,73,11,27,0,1,3,4,2,2,0,3,3,0,2,0,9,3,1,0,0,0,13
"595",627,"José Victor Ferreira Jerônimo",2241,"14/05/1991","Pivo",2.08,"2012/2013",716667,101,75,7,19,3,4,0,0,1,4,3,2,5,0,0,0,0,1,1,0,2,2,10
"596",629,"Maxwell Dias Ribeiro",2448,"07/05/1991","AlaPivo",1.97,"2012/2013",124368.8,114,91,24,57,9,11,0,0,6,11,4,4,8,1,2,2,5,7,1,2,1,1,34
"597",646,"Eduardo Campos Sommer",2395,"19/02/1994","AlaPivo",2.04,"2012/2013",794166,79,83,8,21,4,5,0,1,0,0,3,0,3,0,1,0,3,0,2,1,2,2,8
"598",698,"Diego Gomes",2656,"27/06/1991","AlaArmador",1.85,"2012/2013",829531.6,72,70,27,96,2,12,6,15,5,8,4,7,11,8,6,0,6,6,4,2,0,0,28
"599",711,"Henrique Coelho",2506,"17/02/1993","Armador",1.87,"2012/2013",2993555.55,64,77,76,200,21,38,7,18,13,15,11,17,28,9,10,0,30,18,7,2,0,0,87
"600",782,"Leonardo K. Waszkiewicz",2701,"23/05/1989","Pivo",NA,"2012/2013",1470936.3,80,77,79,170,30,46,0,0,19,31,21,54,75,3,2,11,46,27,8,2,13,13,136
"601",786,"Diego Santana Conceição",2484,"08/05/1987","AlaPivo",1.98,"2012/2013",2873736,93,86,254,669,70,128,13,36,75,98,44,58,102,22,21,20,72,69,25,11,9,9,308
"602",794,"Isaac Rafael Gonçalves",2677,"02/07/1990","Ala",1.92,"2012/2013",4089052.25,84,70,238,623,56,97,25,65,51,58,26,40,66,18,16,3,63,57,19,8,5,5,241
"603",796,"Andre Bennett Laws",2698,"20/09/1980","AlaArmador",1.86,"2012/2013",9136239.2,88,76,424,980,123,200,28,73,94,119,27,103,130,132,49,2,59,112,61,8,1,1,543
"604",797,"Kenny Montrell Dawkins",2656,"23/07/1987","Armador",1.8,"2012/2013",5707596.55,72,70,533,1483,116,247,55,155,136,169,16,84,100,126,64,4,59,169,87,19,0,0,490
"605",801,"Ralfi Silva Ansaloni",2506,"26/12/1987","Pivo",NA,"2012/2013",3859347.05,64,77,66,170,21,37,0,0,24,38,18,16,34,5,2,2,26,22,7,1,1,1,82
"606",823,"Leonardo Demétrio",2280,"24/03/1994","AlaPivo",2.08,"2012/2013",123833,82,84,4,12,2,3,0,0,0,2,0,2,2,0,1,0,2,0,0,1,0,0,6
"607",824,"Alvaro Calvo Masa",2697,"27/03/1983","Ala",2.02,"2012/2013",4130483.9,96,88,217,630,37,81,28,77,59,68,25,70,95,19,15,4,48,50,27,4,0,0,228
"608",825,"Mark Antonio Borders",2666,"28/10/1982","Armador",1.87,"2012/2013",3804060.5,67,64,193,560,39,82,26,59,37,44,13,51,64,64,31,4,39,27,26,6,0,0,254
"609",848,"Adriano de Abreu  Machado",2670,"28/01/1983","Pivo",NA,"2012/2013",991708.2,95,74,49,104,19,35,0,0,11,13,9,18,27,4,5,2,13,10,4,1,1,1,65
"610",859,"Steven Anthony Toyloy",2691,"06/10/1987","Pivo",NA,"2012/2013",6478537.75,84,64,502,1222,199,342,0,0,104,201,94,185,279,33,26,35,105,179,63,14,56,56,642
"611",948,"Caio Roberto Ranches de Souza",2509,"12/03/1987","Ala",1.92,"2012/2013",3517219.65,80,86,235,733,46,89,36,101,35,51,12,51,63,26,12,1,46,45,22,4,0,0,206
"612",975,"Rômulo Vieira de Oliveira Junior",2446,"27/01/1992","Pivo",2,"2012/2013",119667,96,61,4,10,1,4,0,0,2,2,0,2,2,0,1,1,1,1,0,0,0,0,5
"613",979,"Jefferson Froelich Socas",2688,"12/01/1991","AlaArmador",1.95,"2012/2013",4324181.7,78,71,194,586,55,117,19,53,27,50,19,69,88,64,46,3,25,64,39,6,8,8,257
"614",982,"Douglas Tuchtenhagen Kurtz",2686,"11/07/1987","Pivo",2.13,"2012/2013",3697359.15,87,78,289,644,108,158,1,2,70,108,49,42,91,6,8,10,64,87,35,9,33,33,311
"615",998,"Matheus Henrique Pereira",2459,"13/10/1994","AlaPivo",2.02,"2012/2013",13.4,91,75,10,23,2,4,1,1,3,5,2,3,5,0,0,0,3,3,1,1,0,0,11
"616",1002,"Danilo Fuzaro Siqueira",2506,"10/01/1994","AlaArmador",1.95,"2012/2013",1588367.05,64,77,30,46,10,13,2,4,4,4,0,3,3,3,5,1,4,3,2,1,1,1,35
"617",1006,"Gemerson da Silva Barbosa",2496,"29/03/1993","AlaPivo",NA,"2012/2013",10.55,93,94,4,4,2,2,0,0,0,0,3,0,3,2,0,0,2,1,0,0,0,0,9
"618",1007,"Vinicius de Oliveira Cornelio Pastor",2383,"09/09/1990","Ala",2,"2012/2013",217008.1,85,87,24,50,5,6,3,3,5,5,3,4,7,2,2,1,2,4,1,0,0,0,34
"619",1010,"Gustavo Scaglia de Paula",2471,"23/01/1993","Ala",NA,"2012/2013",1518220.7,89,83,75,234,13,23,15,36,4,8,9,7,16,17,5,0,25,7,7,1,0,0,75
"620",1011,"Caleb Franklin Brown",2503,"14/06/1989","Armador",1.85,"2012/2013",7070781.5,72,68,487,1478,103,216,52,153,125,175,24,102,126,107,50,2,67,178,61,10,0,0,492
"621",1013,"Arthur Pecos Fernandes da Silva",2503,"01/11/1994","Armador",1.84,"2012/2013",1604890.1,72,68,158,424,50,82,10,38,28,37,18,33,51,42,22,0,27,41,31,8,0,0,181
"622",1016,"Tyrone Denell Curnell",2503,"22/04/1988","AlaPivo",NA,"2012/2013",4441605,72,68,246,781,64,130,22,80,52,89,24,64,88,25,27,6,64,75,48,11,15,15,204
"623",1038,"Renan Michel Leichtweis",2491,"01/07/1989","Pivo",NA,"2012/2013",5864523.8,103,66,285,712,107,199,0,0,71,94,42,97,139,15,10,23,68,88,32,4,11,11,345
"624",1047,"Desmond Holloway",2656,"28/03/1990","Ala",NA,"2012/2013",8070123.35,72,70,741,1924,209,371,43,128,194,241,51,120,171,41,47,7,90,182,59,14,22,22,686
"625",1058,"Jefferson Campos",2491,"09/02/1991","AlaArmador",NA,"2012/2013",5964195.5,103,66,480,1472,121,237,42,156,112,146,20,82,102,134,60,5,46,136,99,11,2,2,450
"626",1059,"Ricardo Santos Gaspar",2410,"20/01/1987","AlaPivo",2.05,"2012/2013",3434021.8,86,65,203,636,40,75,31,81,30,40,26,66,92,17,15,13,58,38,20,12,2,2,235
"627",1061,"Wesley Alexandre Sena da Silva ",2308,"02/05/1996","Pivo",2.11,"2012/2013",18.8,93,73,4,13,2,3,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,5
"628",1226,"Paulo Sérgio Prestes",2678,"15/02/1988","Pivo",2.08,"2012/2013",3785109.05,81,98,261,600,108,191,0,0,45,67,66,102,168,20,13,23,53,66,25,6,12,12,368
"629",1227,"Rashaun Durrel Mc Lemore",2491,"13/05/1986","AlaArmador",NA,"2012/2013",3911875.55,103,66,218,669,49,94,25,81,45,64,17,37,54,22,17,0,26,58,19,5,2,2,188
"630",23,"Arlindo Gomes Baltazar Neto",3953,"05/01/1986","AlaArmador",NA,"2013/2014",4847499.2,64,60,489,1010,124,231,53,146,82,110,16,57,73,80,51,0,73,108,76,6,1,1,389
"631",26,"Jhonatan Luz dos Santos",3971,"10/02/1987","Ala",1.97,"2013/2014",6904101.65,86,77,434,821,106,189,49,116,75,95,46,108,154,58,23,7,101,95,74,4,19,19,432
"632",29,"Thyago Taroni Aleo",3941,"20/01/1989","Armador",1.83,"2013/2014",4224933,80,70,157,332,38,74,20,53,21,25,9,35,44,57,12,0,30,26,33,6,0,0,164
"633",30,"Matheus dos Prazeres Costa",3785,"01/04/1980","Armador",1.8,"2013/2014",3169298.75,81,88,111,327,14,34,24,80,11,19,13,26,39,30,11,0,28,21,23,1,0,0,84
"634",31,"Arthur Luiz Belchor Silva",3979,"30/09/1982","Ala",1.97,"2013/2014",4391411.15,72,70,327,624,63,111,56,120,33,42,7,77,84,14,15,1,69,50,22,2,1,1,298
"635",33,"Frederico Rossi Dos Santos",3761,"09/04/1980","Ala",1.95,"2013/2014",1566044.05,102,65,22,75,0,2,7,23,1,2,2,5,7,0,4,0,7,2,4,0,0,0,10
"636",34,"Márcio Santos Cipriano",3801,"04/06/1979","AlaPivo",2,"2013/2014",3195980.2,75,77,178,342,50,95,6,25,60,77,35,57,92,35,16,3,63,74,32,7,1,1,211
"637",35,"Rafael Rodrigues",3998,"17/10/1987","Pivo",NA,"2013/2014",2751453.25,78,73,324,534,132,221,0,4,60,80,49,115,164,14,9,9,118,72,49,6,6,6,357
"638",39,"Diego Pinheiro Da Silva",3804,"14/06/1980","Ala",1.95,"2013/2014",5166114.25,85,78,459,864,120,219,46,109,81,99,19,103,122,83,42,2,87,88,83,10,2,2,443
"639",40,"Audrei Parisotto",3954,"27/09/1984","Ala",1.91,"2013/2014",5903290.7,71,76,400,903,100,220,45,130,65,73,28,97,125,41,36,1,78,72,39,5,1,1,351
"640",43,"Shilton Alessanco dos Santos",3989,"10/08/1982","Pivo",1.98,"2013/2014",3082132.7,65,69,151,255,59,98,0,0,33,59,43,78,121,24,7,2,76,52,34,4,10,10,205
"641",57,"André Luiz Bresolin Góes",3712,"05/03/1987","Ala",1.95,"2013/2014",3300073.7,93,73,232,478,54,93,26,78,46,58,11,71,82,70,32,3,61,52,40,2,0,0,276
"642",60,"Robson Coimbra Vesper",3790,"09/01/1991","Ala",1.95,"2013/2014",720186,96,66,30,64,6,12,3,9,9,13,5,4,9,3,4,1,16,9,6,1,0,0,25
"643",62,"Tiago Valentim de Lima",3953,"07/03/1981","Pivo",NA,"2013/2014",5029384,64,60,282,633,88,162,21,78,43,75,44,116,160,24,18,6,103,70,44,4,4,4,283
"644",78,"Guilherme Giovannoni",3978,"02/06/1980","AlaPivo",NA,"2013/2014",6592219,82,95,531,1015,118,204,77,177,64,76,42,196,238,76,31,7,81,99,44,4,3,3,641
"645",85,"André De Souza Silva",3963,"25/11/1990","AlaPivo",2,"2013/2014",3242840.1,86,69,135,291,31,62,18,44,19,35,28,47,75,25,12,2,40,28,20,2,1,1,156
"646",86,"Guilherme Filipin Alves Pereira",3989,"07/08/1983","Ala",NA,"2013/2014",6039305.6,65,69,455,868,70,136,65,152,120,140,23,71,94,51,27,3,97,119,69,4,0,0,387
"647",91,"Hélio Rubens Garcia Filho",3946,"12/05/1975","Armador",1.83,"2013/2014",2818912.6,61,92,229,412,29,49,45,92,36,38,10,54,64,65,21,1,65,47,16,1,0,0,294
"648",96,"Cauê Borges dos Santos",3967,"13/02/1991","AlaArmador",1.9,"2013/2014",3127259.25,82,72,123,235,29,55,11,29,32,38,5,24,29,14,22,1,36,27,23,2,1,1,116
"649",100,"Lucas Daniel Tischer",3965,"29/03/1983","Pivo",2.08,"2013/2014",2065017.5,81,84,254,443,93,166,4,8,56,87,42,94,136,16,5,4,74,78,24,1,27,27,283
"650",102,"Leonardo Di Pacce Dos Santos",3936,"06/10/1984","Pivo",NA,"2013/2014",1841146,85,82,178,280,64,105,0,1,50,67,22,78,100,24,18,37,49,63,19,3,24,24,279
"651",105,"Jimmy Dreher de Oliveira",3947,"11/04/1990","Ala",NA,"2013/2014",4462494.7,78,79,261,612,59,126,38,107,29,39,38,64,102,49,35,1,83,45,36,4,7,7,266
"652",107,"Rafael Ferreira De Souza",3948,"03/06/1988","AlaPivo",2.09,"2013/2014",6427027.85,86,68,404,839,111,186,43,126,53,89,38,126,164,57,24,31,42,84,61,4,15,15,425
"653",108,"Wanderson Camargo Trigueiro",3791,"10/05/1981","AlaPivo",2.04,"2013/2014",2281439.6,63,57,90,174,31,55,5,16,13,16,6,29,35,5,6,2,37,20,13,1,1,1,87
"654",117,"Renato Lamas Pinto",3974,"28/05/1978","Ala",2.03,"2013/2014",4451222.95,88,81,237,500,35,64,50,112,17,36,12,74,86,57,18,0,87,38,45,10,0,0,243
"655",118,"Bruno Enrico Mortari",3790,"02/01/1980","Ala",1.86,"2013/2014",658681.15,96,66,30,62,3,7,8,16,0,0,3,4,7,9,6,1,7,2,6,1,0,0,35
"656",119,"Cesar Luiz Fabretti Araujo",3998,"08/07/1981","AlaPivo",2.02,"2013/2014",5603937.9,78,73,394,841,39,81,84,203,64,70,35,81,116,22,26,3,82,66,44,3,1,1,350
"657",122,"Fernando Martins Alvim",3804,"26/12/1980","Pivo",2.02,"2013/2014",6823827.5,85,78,353,715,106,184,28,92,57,71,53,109,162,56,24,11,75,59,36,2,0,0,414
"658",134,"José Roberto Nardi Duarte",3793,"24/05/1988","AlaArmador",1.95,"2013/2014",3135302.15,75,65,300,665,72,144,27,92,75,101,12,63,75,46,16,2,68,94,40,5,1,1,235
"659",137,"Shamell Jermaine Stallworth",3948,"07/09/1980","Ala",NA,"2013/2014",5883672.55,86,68,727,1447,154,289,89,227,152,188,30,129,159,140,59,5,68,176,87,5,2,2,694
"660",140,"Eduardo Mariano de Oliveira",3790,"29/09/1983","Ala",1.93,"2013/2014",2276144,96,66,141,298,37,69,8,32,43,64,13,54,67,36,26,5,26,56,38,6,3,3,160
"661",145,"Renato Carbonari",3998,"24/04/1987","AlaPivo",2.05,"2013/2014",5340183.85,78,73,273,615,75,131,30,101,33,50,49,84,133,35,26,7,100,44,41,6,16,16,289
"662",146,"Guilherme Pereira Deodato",3964,"02/06/1991","Ala",1.92,"2013/2014",4190258.95,73,92,308,637,58,92,46,129,54,66,20,52,72,43,34,7,52,62,37,3,17,17,298
"663",147,"Alexandro da Silva de Oliveira",3979,"17/08/1983","Ala",NA,"2013/2014",3696378.55,72,70,223,517,32,73,45,109,24,44,25,39,64,37,8,10,58,39,26,3,10,10,190
"664",149,"Fernando Fischer",3964,"14/08/1981","AlaArmador",1.9,"2013/2014",1491130.6,73,92,156,285,14,28,39,71,11,16,5,17,22,11,11,0,18,13,7,1,0,0,142
"665",151,"Edwandesson Carvalho",3622,"29/03/1987","AlaArmador",1.96,"2013/2014",4277400.1,61,85,307,696,82,142,34,120,41,52,38,58,96,38,19,7,61,41,44,9,17,17,266
"666",152,"Hélio Vitor Luiz da Costa Lima",3976,"14/11/1981","AlaArmador",1.87,"2013/2014",5507500.95,70,75,320,586,82,138,34,82,54,64,10,62,72,76,28,2,59,63,50,8,0,0,334
"667",153,"Frederico Lima Santos",3806,"08/06/1980","Armador",1.84,"2013/2014",3961839.25,72,65,141,322,28,61,16,52,37,44,9,43,52,78,10,0,49,49,42,5,0,0,162
"668",154,"Jefferson William Andrade da Silva Antônio",3997,"29/03/1983","AlaPivo",2.07,"2013/2014",11290559.4,81,68,651,1552,131,277,88,279,125,161,83,350,433,90,57,37,113,159,113,15,4,4,781
"669",155,"Luiz Felipe Campos Lemes",3801,"06/10/1980","AlaArmador",1.9,"2013/2014",2347730.1,75,77,143,301,28,66,18,44,33,37,11,30,41,52,8,1,42,37,31,4,0,0,146
"670",159,"William Fournou Drudi",3947,"22/09/1981","Pivo",2.02,"2013/2014",5519013.6,78,79,246,439,108,194,1,5,27,36,61,65,126,17,8,3,40,39,25,4,4,4,276
"671",164,"Cristiano Silva Felício",3998,"07/07/1992","Pivo",2.08,"2013/2014",3000022,78,73,188,324,69,107,6,19,32,53,44,68,112,10,8,5,54,39,30,4,17,17,221
"672",168,"Guilherme Santos Hubner",3801,"28/04/1987","AlaPivo",2.1,"2013/2014",5052305.75,75,77,244,415,96,157,5,15,37,56,58,83,141,16,14,24,95,48,52,4,19,19,297
